Column,Set,Benchmark,Result
Cortex-A53,"r30356 (baseline)",asmjs-apps-box2d-loadtime,5854
Cortex-A53,"r30356 (baseline)",asmjs-apps-box2d-throughput,23364
Cortex-A53,"r30356 (baseline)",asmjs-apps-bullet-loadtime,16779
Cortex-A53,"r30356 (baseline)",asmjs-apps-bullet-throughput,37103
Cortex-A53,"r30356 (baseline)",asmjs-apps-lua_binarytrees-loadtime,3927
Cortex-A53,"r30356 (baseline)",asmjs-apps-lua_binarytrees-throughput,25659
Cortex-A53,"r30356 (baseline)",asmjs-apps-zlib-loadtime,3224
Cortex-A53,"r30356 (baseline)",asmjs-apps-zlib-throughput,15830
Cortex-A53,"r30356 (baseline)",asmjs-apps-box2d-loadtime,5410
Cortex-A53,"r30356 (baseline)",asmjs-apps-box2d-throughput,23304
Cortex-A53,"r30356 (baseline)",asmjs-apps-bullet-loadtime,16777
Cortex-A53,"r30356 (baseline)",asmjs-apps-bullet-throughput,37071
Cortex-A53,"r30356 (baseline)",asmjs-apps-lua_binarytrees-loadtime,3930
Cortex-A53,"r30356 (baseline)",asmjs-apps-lua_binarytrees-throughput,25579
Cortex-A53,"r30356 (baseline)",asmjs-apps-zlib-loadtime,3230
Cortex-A53,"r30356 (baseline)",asmjs-apps-zlib-throughput,15833
Cortex-A53,"r30356 (baseline)",asmjs-apps-box2d-loadtime,5422
Cortex-A53,"r30356 (baseline)",asmjs-apps-box2d-throughput,23357
Cortex-A53,"r30356 (baseline)",asmjs-apps-bullet-loadtime,16783
Cortex-A53,"r30356 (baseline)",asmjs-apps-bullet-throughput,37019
Cortex-A53,"r30356 (baseline)",asmjs-apps-lua_binarytrees-loadtime,3933
Cortex-A53,"r30356 (baseline)",asmjs-apps-lua_binarytrees-throughput,25577
Cortex-A53,"r30356 (baseline)",asmjs-apps-zlib-loadtime,3227
Cortex-A53,"r30356 (baseline)",asmjs-apps-zlib-throughput,15830
Cortex-A53,"r30356 (baseline)",asmjs-apps-box2d-loadtime,5410
Cortex-A53,"r30356 (baseline)",asmjs-apps-box2d-throughput,23316
Cortex-A53,"r30356 (baseline)",asmjs-apps-bullet-loadtime,16782
Cortex-A53,"r30356 (baseline)",asmjs-apps-bullet-throughput,37051
Cortex-A53,"r30356 (baseline)",asmjs-apps-lua_binarytrees-loadtime,3928
Cortex-A53,"r30356 (baseline)",asmjs-apps-lua_binarytrees-throughput,25573
Cortex-A53,"r30356 (baseline)",asmjs-apps-zlib-loadtime,3231
Cortex-A53,"r30356 (baseline)",asmjs-apps-zlib-throughput,15842
Cortex-A53,"r30356 (baseline)",asmjs-apps-box2d-loadtime,5403
Cortex-A53,"r30356 (baseline)",asmjs-apps-box2d-throughput,23322
Cortex-A53,"r30356 (baseline)",asmjs-apps-bullet-loadtime,16782
Cortex-A53,"r30356 (baseline)",asmjs-apps-bullet-throughput,37528
Cortex-A53,"r30356 (baseline)",asmjs-apps-lua_binarytrees-loadtime,3901
Cortex-A53,"r30356 (baseline)",asmjs-apps-lua_binarytrees-throughput,25843
Cortex-A53,"r30356 (baseline)",asmjs-apps-zlib-loadtime,3225
Cortex-A53,"r30356 (baseline)",asmjs-apps-zlib-throughput,15813
Cortex-A53,"r30356 (baseline)",asmjs-ubench-copy,30558
Cortex-A53,"r30356 (baseline)",asmjs-ubench-corrections,31565
Cortex-A53,"r30356 (baseline)",asmjs-ubench-fannkuch,27447
Cortex-A53,"r30356 (baseline)",asmjs-ubench-fasta,79067
Cortex-A53,"r30356 (baseline)",asmjs-ubench-life,44288
Cortex-A53,"r30356 (baseline)",asmjs-ubench-memops,54893
Cortex-A53,"r30356 (baseline)",asmjs-ubench-primes,31998
Cortex-A53,"r30356 (baseline)",asmjs-ubench-skinning,171074
Cortex-A53,"r30356 (baseline)",asmjs-ubench-copy,30558
Cortex-A53,"r30356 (baseline)",asmjs-ubench-corrections,31566
Cortex-A53,"r30356 (baseline)",asmjs-ubench-fannkuch,27462
Cortex-A53,"r30356 (baseline)",asmjs-ubench-fasta,79065
Cortex-A53,"r30356 (baseline)",asmjs-ubench-life,44378
Cortex-A53,"r30356 (baseline)",asmjs-ubench-memops,54930
Cortex-A53,"r30356 (baseline)",asmjs-ubench-primes,31998
Cortex-A53,"r30356 (baseline)",asmjs-ubench-skinning,170964
Cortex-A53,"r30356 (baseline)",asmjs-ubench-copy,30558
Cortex-A53,"r30356 (baseline)",asmjs-ubench-corrections,31567
Cortex-A53,"r30356 (baseline)",asmjs-ubench-fannkuch,27467
Cortex-A53,"r30356 (baseline)",asmjs-ubench-fasta,79069
Cortex-A53,"r30356 (baseline)",asmjs-ubench-life,43892
Cortex-A53,"r30356 (baseline)",asmjs-ubench-memops,54912
Cortex-A53,"r30356 (baseline)",asmjs-ubench-primes,32002
Cortex-A53,"r30356 (baseline)",asmjs-ubench-skinning,170744
Cortex-A53,"r30356 (baseline)",asmjs-ubench-copy,30560
Cortex-A53,"r30356 (baseline)",asmjs-ubench-corrections,31567
Cortex-A53,"r30356 (baseline)",asmjs-ubench-fannkuch,27463
Cortex-A53,"r30356 (baseline)",asmjs-ubench-fasta,79084
Cortex-A53,"r30356 (baseline)",asmjs-ubench-life,44275
Cortex-A53,"r30356 (baseline)",asmjs-ubench-memops,54918
Cortex-A53,"r30356 (baseline)",asmjs-ubench-primes,31991
Cortex-A53,"r30356 (baseline)",asmjs-ubench-skinning,171022
Cortex-A53,"r30356 (baseline)",asmjs-ubench-copy,30736
Cortex-A53,"r30356 (baseline)",asmjs-ubench-corrections,31566
Cortex-A53,"r30356 (baseline)",asmjs-ubench-fannkuch,27474
Cortex-A53,"r30356 (baseline)",asmjs-ubench-fasta,79083
Cortex-A53,"r30356 (baseline)",asmjs-ubench-life,44380
Cortex-A53,"r30356 (baseline)",asmjs-ubench-memops,54963
Cortex-A53,"r30356 (baseline)",asmjs-ubench-primes,31996
Cortex-A53,"r30356 (baseline)",asmjs-ubench-skinning,170989
Cortex-A53,"r30356 (baseline)",jetstream-asmjs-bigfib,4210
Cortex-A53,"r30356 (baseline)",jetstream-asmjs-container,26300
Cortex-A53,"r30356 (baseline)",jetstream-asmjs-dry,4844
Cortex-A53,"r30356 (baseline)",jetstream-asmjs-float-mm,8457
Cortex-A53,"r30356 (baseline)",jetstream-asmjs-gcc-loops,36731
Cortex-A53,"r30356 (baseline)",jetstream-asmjs-n-body,12400
Cortex-A53,"r30356 (baseline)",jetstream-asmjs-quicksort,1981
Cortex-A53,"r30356 (baseline)",jetstream-asmjs-towers,3890
Cortex-A53,"r30356 (baseline)",jetstream-asmjs-bigfib,3938
Cortex-A53,"r30356 (baseline)",jetstream-asmjs-container,26119
Cortex-A53,"r30356 (baseline)",jetstream-asmjs-dry,5314
Cortex-A53,"r30356 (baseline)",jetstream-asmjs-float-mm,8635
Cortex-A53,"r30356 (baseline)",jetstream-asmjs-gcc-loops,39930
Cortex-A53,"r30356 (baseline)",jetstream-asmjs-n-body,12575
Cortex-A53,"r30356 (baseline)",jetstream-asmjs-quicksort,2157
Cortex-A53,"r30356 (baseline)",jetstream-asmjs-towers,3712
Cortex-A53,"r30356 (baseline)",jetstream-asmjs-bigfib,3935
Cortex-A53,"r30356 (baseline)",jetstream-asmjs-container,26314
Cortex-A53,"r30356 (baseline)",jetstream-asmjs-dry,5021
Cortex-A53,"r30356 (baseline)",jetstream-asmjs-float-mm,8602
Cortex-A53,"r30356 (baseline)",jetstream-asmjs-gcc-loops,36847
Cortex-A53,"r30356 (baseline)",jetstream-asmjs-n-body,12402
Cortex-A53,"r30356 (baseline)",jetstream-asmjs-quicksort,1981
Cortex-A53,"r30356 (baseline)",jetstream-asmjs-towers,3891
Cortex-A53,"r30356 (baseline)",jetstream-asmjs-bigfib,3932
Cortex-A53,"r30356 (baseline)",jetstream-asmjs-container,26089
Cortex-A53,"r30356 (baseline)",jetstream-asmjs-dry,5021
Cortex-A53,"r30356 (baseline)",jetstream-asmjs-float-mm,8457
Cortex-A53,"r30356 (baseline)",jetstream-asmjs-gcc-loops,36962
Cortex-A53,"r30356 (baseline)",jetstream-asmjs-n-body,12412
Cortex-A53,"r30356 (baseline)",jetstream-asmjs-quicksort,1981
Cortex-A53,"r30356 (baseline)",jetstream-asmjs-towers,3891
Cortex-A53,"r30356 (baseline)",jetstream-asmjs-bigfib,3937
Cortex-A53,"r30356 (baseline)",jetstream-asmjs-container,26034
Cortex-A53,"r30356 (baseline)",jetstream-asmjs-dry,5021
Cortex-A53,"r30356 (baseline)",jetstream-asmjs-float-mm,8591
Cortex-A53,"r30356 (baseline)",jetstream-asmjs-gcc-loops,36790
Cortex-A53,"r30356 (baseline)",jetstream-asmjs-n-body,12402
Cortex-A53,"r30356 (baseline)",jetstream-asmjs-quicksort,2111
Cortex-A53,"r30356 (baseline)",jetstream-asmjs-towers,3891
Cortex-A57,"r30356 (baseline)",asmjs-apps-box2d-loadtime,2679
Cortex-A57,"r30356 (baseline)",asmjs-apps-box2d-throughput,10408
Cortex-A57,"r30356 (baseline)",asmjs-apps-bullet-loadtime,7043
Cortex-A57,"r30356 (baseline)",asmjs-apps-bullet-throughput,15936
Cortex-A57,"r30356 (baseline)",asmjs-apps-lua_binarytrees-loadtime,1831
Cortex-A57,"r30356 (baseline)",asmjs-apps-lua_binarytrees-throughput,9244
Cortex-A57,"r30356 (baseline)",asmjs-apps-zlib-loadtime,1646
Cortex-A57,"r30356 (baseline)",asmjs-apps-zlib-throughput,7628
Cortex-A57,"r30356 (baseline)",asmjs-apps-box2d-loadtime,2683
Cortex-A57,"r30356 (baseline)",asmjs-apps-box2d-throughput,10137
Cortex-A57,"r30356 (baseline)",asmjs-apps-bullet-loadtime,7039
Cortex-A57,"r30356 (baseline)",asmjs-apps-bullet-throughput,15719
Cortex-A57,"r30356 (baseline)",asmjs-apps-lua_binarytrees-loadtime,1825
Cortex-A57,"r30356 (baseline)",asmjs-apps-lua_binarytrees-throughput,9205
Cortex-A57,"r30356 (baseline)",asmjs-apps-zlib-loadtime,1649
Cortex-A57,"r30356 (baseline)",asmjs-apps-zlib-throughput,7615
Cortex-A57,"r30356 (baseline)",asmjs-apps-box2d-loadtime,2669
Cortex-A57,"r30356 (baseline)",asmjs-apps-box2d-throughput,10156
Cortex-A57,"r30356 (baseline)",asmjs-apps-bullet-loadtime,7049
Cortex-A57,"r30356 (baseline)",asmjs-apps-bullet-throughput,15730
Cortex-A57,"r30356 (baseline)",asmjs-apps-lua_binarytrees-loadtime,1822
Cortex-A57,"r30356 (baseline)",asmjs-apps-lua_binarytrees-throughput,9182
Cortex-A57,"r30356 (baseline)",asmjs-apps-zlib-loadtime,1648
Cortex-A57,"r30356 (baseline)",asmjs-apps-zlib-throughput,7609
Cortex-A57,"r30356 (baseline)",asmjs-apps-box2d-loadtime,2931
Cortex-A57,"r30356 (baseline)",asmjs-apps-box2d-throughput,10461
Cortex-A57,"r30356 (baseline)",asmjs-apps-bullet-loadtime,7003
Cortex-A57,"r30356 (baseline)",asmjs-apps-bullet-throughput,15931
Cortex-A57,"r30356 (baseline)",asmjs-apps-lua_binarytrees-loadtime,1816
Cortex-A57,"r30356 (baseline)",asmjs-apps-lua_binarytrees-throughput,9319
Cortex-A57,"r30356 (baseline)",asmjs-apps-zlib-loadtime,1646
Cortex-A57,"r30356 (baseline)",asmjs-apps-zlib-throughput,7602
Cortex-A57,"r30356 (baseline)",asmjs-apps-box2d-loadtime,2933
Cortex-A57,"r30356 (baseline)",asmjs-apps-box2d-throughput,10185
Cortex-A57,"r30356 (baseline)",asmjs-apps-bullet-loadtime,7032
Cortex-A57,"r30356 (baseline)",asmjs-apps-bullet-throughput,15898
Cortex-A57,"r30356 (baseline)",asmjs-apps-lua_binarytrees-loadtime,1818
Cortex-A57,"r30356 (baseline)",asmjs-apps-lua_binarytrees-throughput,9276
Cortex-A57,"r30356 (baseline)",asmjs-apps-zlib-loadtime,1645
Cortex-A57,"r30356 (baseline)",asmjs-apps-zlib-throughput,7622
Cortex-A57,"r30356 (baseline)",asmjs-ubench-copy,12701
Cortex-A57,"r30356 (baseline)",asmjs-ubench-corrections,16417
Cortex-A57,"r30356 (baseline)",asmjs-ubench-fannkuch,15172
Cortex-A57,"r30356 (baseline)",asmjs-ubench-fasta,37728
Cortex-A57,"r30356 (baseline)",asmjs-ubench-life,19887
Cortex-A57,"r30356 (baseline)",asmjs-ubench-memops,25681
Cortex-A57,"r30356 (baseline)",asmjs-ubench-primes,17608
Cortex-A57,"r30356 (baseline)",asmjs-ubench-skinning,51972
Cortex-A57,"r30356 (baseline)",asmjs-ubench-copy,12705
Cortex-A57,"r30356 (baseline)",asmjs-ubench-corrections,16417
Cortex-A57,"r30356 (baseline)",asmjs-ubench-fannkuch,14038
Cortex-A57,"r30356 (baseline)",asmjs-ubench-fasta,37463
Cortex-A57,"r30356 (baseline)",asmjs-ubench-life,19783
Cortex-A57,"r30356 (baseline)",asmjs-ubench-memops,25951
Cortex-A57,"r30356 (baseline)",asmjs-ubench-primes,17605
Cortex-A57,"r30356 (baseline)",asmjs-ubench-skinning,50087
Cortex-A57,"r30356 (baseline)",asmjs-ubench-copy,12702
Cortex-A57,"r30356 (baseline)",asmjs-ubench-corrections,16415
Cortex-A57,"r30356 (baseline)",asmjs-ubench-fannkuch,14087
Cortex-A57,"r30356 (baseline)",asmjs-ubench-fasta,37462
Cortex-A57,"r30356 (baseline)",asmjs-ubench-life,20125
Cortex-A57,"r30356 (baseline)",asmjs-ubench-memops,25782
Cortex-A57,"r30356 (baseline)",asmjs-ubench-primes,17608
Cortex-A57,"r30356 (baseline)",asmjs-ubench-skinning,51157
Cortex-A57,"r30356 (baseline)",asmjs-ubench-copy,12706
Cortex-A57,"r30356 (baseline)",asmjs-ubench-corrections,16419
Cortex-A57,"r30356 (baseline)",asmjs-ubench-fannkuch,14213
Cortex-A57,"r30356 (baseline)",asmjs-ubench-fasta,37460
Cortex-A57,"r30356 (baseline)",asmjs-ubench-life,19656
Cortex-A57,"r30356 (baseline)",asmjs-ubench-memops,25691
Cortex-A57,"r30356 (baseline)",asmjs-ubench-primes,17607
Cortex-A57,"r30356 (baseline)",asmjs-ubench-skinning,49506
Cortex-A57,"r30356 (baseline)",asmjs-ubench-copy,12708
Cortex-A57,"r30356 (baseline)",asmjs-ubench-corrections,16417
Cortex-A57,"r30356 (baseline)",asmjs-ubench-fannkuch,14506
Cortex-A57,"r30356 (baseline)",asmjs-ubench-fasta,37742
Cortex-A57,"r30356 (baseline)",asmjs-ubench-life,19656
Cortex-A57,"r30356 (baseline)",asmjs-ubench-memops,25827
Cortex-A57,"r30356 (baseline)",asmjs-ubench-primes,17606
Cortex-A57,"r30356 (baseline)",asmjs-ubench-skinning,52815
Cortex-A57,"r30356 (baseline)",jetstream-asmjs-bigfib,1965
Cortex-A57,"r30356 (baseline)",jetstream-asmjs-container,14951
Cortex-A57,"r30356 (baseline)",jetstream-asmjs-dry,3874
Cortex-A57,"r30356 (baseline)",jetstream-asmjs-float-mm,2290
Cortex-A57,"r30356 (baseline)",jetstream-asmjs-gcc-loops,15088
Cortex-A57,"r30356 (baseline)",jetstream-asmjs-n-body,5228
Cortex-A57,"r30356 (baseline)",jetstream-asmjs-quicksort,1582
Cortex-A57,"r30356 (baseline)",jetstream-asmjs-towers,1497
Cortex-A57,"r30356 (baseline)",jetstream-asmjs-bigfib,1944
Cortex-A57,"r30356 (baseline)",jetstream-asmjs-container,14977
Cortex-A57,"r30356 (baseline)",jetstream-asmjs-dry,3874
Cortex-A57,"r30356 (baseline)",jetstream-asmjs-float-mm,2291
Cortex-A57,"r30356 (baseline)",jetstream-asmjs-gcc-loops,15109
Cortex-A57,"r30356 (baseline)",jetstream-asmjs-n-body,5228
Cortex-A57,"r30356 (baseline)",jetstream-asmjs-quicksort,1963
Cortex-A57,"r30356 (baseline)",jetstream-asmjs-towers,1492
Cortex-A57,"r30356 (baseline)",jetstream-asmjs-bigfib,2212
Cortex-A57,"r30356 (baseline)",jetstream-asmjs-container,14942
Cortex-A57,"r30356 (baseline)",jetstream-asmjs-dry,3873
Cortex-A57,"r30356 (baseline)",jetstream-asmjs-float-mm,2290
Cortex-A57,"r30356 (baseline)",jetstream-asmjs-gcc-loops,15434
Cortex-A57,"r30356 (baseline)",jetstream-asmjs-n-body,5502
Cortex-A57,"r30356 (baseline)",jetstream-asmjs-quicksort,1854
Cortex-A57,"r30356 (baseline)",jetstream-asmjs-towers,1768
Cortex-A57,"r30356 (baseline)",jetstream-asmjs-bigfib,1965
Cortex-A57,"r30356 (baseline)",jetstream-asmjs-container,15247
Cortex-A57,"r30356 (baseline)",jetstream-asmjs-dry,3873
Cortex-A57,"r30356 (baseline)",jetstream-asmjs-float-mm,2290
Cortex-A57,"r30356 (baseline)",jetstream-asmjs-gcc-loops,15075
Cortex-A57,"r30356 (baseline)",jetstream-asmjs-n-body,5228
Cortex-A57,"r30356 (baseline)",jetstream-asmjs-quicksort,1964
Cortex-A57,"r30356 (baseline)",jetstream-asmjs-towers,1645
Cortex-A57,"r30356 (baseline)",jetstream-asmjs-bigfib,2218
Cortex-A57,"r30356 (baseline)",jetstream-asmjs-container,15117
Cortex-A57,"r30356 (baseline)",jetstream-asmjs-dry,3874
Cortex-A57,"r30356 (baseline)",jetstream-asmjs-float-mm,2292
Cortex-A57,"r30356 (baseline)",jetstream-asmjs-gcc-loops,15078
Cortex-A57,"r30356 (baseline)",jetstream-asmjs-n-body,5228
Cortex-A57,"r30356 (baseline)",jetstream-asmjs-quicksort,1962
Cortex-A57,"r30356 (baseline)",jetstream-asmjs-towers,1502
Cortex-A53,r30357,asmjs-apps-box2d-loadtime,6130
Cortex-A53,r30357,asmjs-apps-box2d-throughput,24267
Cortex-A53,r30357,asmjs-apps-bullet-loadtime,17301
Cortex-A53,r30357,asmjs-apps-bullet-throughput,37607
Cortex-A53,r30357,asmjs-apps-lua_binarytrees-loadtime,4218
Cortex-A53,r30357,asmjs-apps-lua_binarytrees-throughput,26770
Cortex-A53,r30357,asmjs-apps-zlib-loadtime,4316
Cortex-A53,r30357,asmjs-apps-zlib-throughput,18116
Cortex-A53,r30357,asmjs-apps-box2d-loadtime,6015
Cortex-A53,r30357,asmjs-apps-box2d-throughput,24276
Cortex-A53,r30357,asmjs-apps-bullet-loadtime,17294
Cortex-A53,r30357,asmjs-apps-bullet-throughput,37632
Cortex-A53,r30357,asmjs-apps-lua_binarytrees-loadtime,4202
Cortex-A53,r30357,asmjs-apps-lua_binarytrees-throughput,26891
Cortex-A53,r30357,asmjs-apps-zlib-loadtime,4314
Cortex-A53,r30357,asmjs-apps-zlib-throughput,18109
Cortex-A53,r30357,asmjs-apps-box2d-loadtime,6011
Cortex-A53,r30357,asmjs-apps-box2d-throughput,24437
Cortex-A53,r30357,asmjs-apps-bullet-loadtime,17292
Cortex-A53,r30357,asmjs-apps-bullet-throughput,37599
Cortex-A53,r30357,asmjs-apps-lua_binarytrees-loadtime,4177
Cortex-A53,r30357,asmjs-apps-lua_binarytrees-throughput,26787
Cortex-A53,r30357,asmjs-apps-zlib-loadtime,4312
Cortex-A53,r30357,asmjs-apps-zlib-throughput,18112
Cortex-A53,r30357,asmjs-apps-box2d-loadtime,6004
Cortex-A53,r30357,asmjs-apps-box2d-throughput,24399
Cortex-A53,r30357,asmjs-apps-bullet-loadtime,17298
Cortex-A53,r30357,asmjs-apps-bullet-throughput,37627
Cortex-A53,r30357,asmjs-apps-lua_binarytrees-loadtime,4229
Cortex-A53,r30357,asmjs-apps-lua_binarytrees-throughput,27323
Cortex-A53,r30357,asmjs-apps-zlib-loadtime,4309
Cortex-A53,r30357,asmjs-apps-zlib-throughput,18113
Cortex-A53,r30357,asmjs-apps-box2d-loadtime,6020
Cortex-A53,r30357,asmjs-apps-box2d-throughput,24322
Cortex-A53,r30357,asmjs-apps-bullet-loadtime,17293
Cortex-A53,r30357,asmjs-apps-bullet-throughput,37670
Cortex-A53,r30357,asmjs-apps-lua_binarytrees-loadtime,4240
Cortex-A53,r30357,asmjs-apps-lua_binarytrees-throughput,26989
Cortex-A53,r30357,asmjs-apps-zlib-loadtime,4311
Cortex-A53,r30357,asmjs-apps-zlib-throughput,18102
Cortex-A53,r30357,asmjs-ubench-copy,32408
Cortex-A53,r30357,asmjs-ubench-corrections,33825
Cortex-A53,r30357,asmjs-ubench-fannkuch,32086
Cortex-A53,r30357,asmjs-ubench-fasta,87508
Cortex-A53,r30357,asmjs-ubench-life,49979
Cortex-A53,r30357,asmjs-ubench-memops,85402
Cortex-A53,r30357,asmjs-ubench-primes,37467
Cortex-A53,r30357,asmjs-ubench-skinning,173032
Cortex-A53,r30357,asmjs-ubench-copy,32411
Cortex-A53,r30357,asmjs-ubench-corrections,33826
Cortex-A53,r30357,asmjs-ubench-fannkuch,32084
Cortex-A53,r30357,asmjs-ubench-fasta,87497
Cortex-A53,r30357,asmjs-ubench-life,50003
Cortex-A53,r30357,asmjs-ubench-memops,85365
Cortex-A53,r30357,asmjs-ubench-primes,37467
Cortex-A53,r30357,asmjs-ubench-skinning,172717
Cortex-A53,r30357,asmjs-ubench-copy,32409
Cortex-A53,r30357,asmjs-ubench-corrections,33826
Cortex-A53,r30357,asmjs-ubench-fannkuch,32086
Cortex-A53,r30357,asmjs-ubench-fasta,87502
Cortex-A53,r30357,asmjs-ubench-life,50013
Cortex-A53,r30357,asmjs-ubench-memops,85393
Cortex-A53,r30357,asmjs-ubench-primes,37466
Cortex-A53,r30357,asmjs-ubench-skinning,172965
Cortex-A53,r30357,asmjs-ubench-copy,32410
Cortex-A53,r30357,asmjs-ubench-corrections,33825
Cortex-A53,r30357,asmjs-ubench-fannkuch,32087
Cortex-A53,r30357,asmjs-ubench-fasta,87504
Cortex-A53,r30357,asmjs-ubench-life,49972
Cortex-A53,r30357,asmjs-ubench-memops,85340
Cortex-A53,r30357,asmjs-ubench-primes,37467
Cortex-A53,r30357,asmjs-ubench-skinning,172931
Cortex-A53,r30357,asmjs-ubench-copy,32409
Cortex-A53,r30357,asmjs-ubench-corrections,33828
Cortex-A53,r30357,asmjs-ubench-fannkuch,32085
Cortex-A53,r30357,asmjs-ubench-fasta,87502
Cortex-A53,r30357,asmjs-ubench-life,50000
Cortex-A53,r30357,asmjs-ubench-memops,85427
Cortex-A53,r30357,asmjs-ubench-primes,37467
Cortex-A53,r30357,asmjs-ubench-skinning,172497
Cortex-A53,r30357,jetstream-asmjs-bigfib,4918
Cortex-A53,r30357,jetstream-asmjs-container,28536
Cortex-A53,r30357,jetstream-asmjs-dry,6022
Cortex-A53,r30357,jetstream-asmjs-float-mm,9846
Cortex-A53,r30357,jetstream-asmjs-gcc-loops,46982
Cortex-A53,r30357,jetstream-asmjs-n-body,12744
Cortex-A53,r30357,jetstream-asmjs-quicksort,2495
Cortex-A53,r30357,jetstream-asmjs-towers,3731
Cortex-A53,r30357,jetstream-asmjs-bigfib,4758
Cortex-A53,r30357,jetstream-asmjs-container,28603
Cortex-A53,r30357,jetstream-asmjs-dry,6201
Cortex-A53,r30357,jetstream-asmjs-float-mm,9667
Cortex-A53,r30357,jetstream-asmjs-gcc-loops,46763
Cortex-A53,r30357,jetstream-asmjs-n-body,12742
Cortex-A53,r30357,jetstream-asmjs-quicksort,2674
Cortex-A53,r30357,jetstream-asmjs-towers,3910
Cortex-A53,r30357,jetstream-asmjs-bigfib,4911
Cortex-A53,r30357,jetstream-asmjs-container,28380
Cortex-A53,r30357,jetstream-asmjs-dry,6021
Cortex-A53,r30357,jetstream-asmjs-float-mm,9847
Cortex-A53,r30357,jetstream-asmjs-gcc-loops,47265
Cortex-A53,r30357,jetstream-asmjs-n-body,12921
Cortex-A53,r30357,jetstream-asmjs-quicksort,2968
Cortex-A53,r30357,jetstream-asmjs-towers,3731
Cortex-A53,r30357,jetstream-asmjs-bigfib,4736
Cortex-A53,r30357,jetstream-asmjs-container,28687
Cortex-A53,r30357,jetstream-asmjs-dry,6200
Cortex-A53,r30357,jetstream-asmjs-float-mm,9668
Cortex-A53,r30357,jetstream-asmjs-gcc-loops,46735
Cortex-A53,r30357,jetstream-asmjs-n-body,12743
Cortex-A53,r30357,jetstream-asmjs-quicksort,2674
Cortex-A53,r30357,jetstream-asmjs-towers,3910
Cortex-A53,r30357,jetstream-asmjs-bigfib,4919
Cortex-A53,r30357,jetstream-asmjs-container,28500
Cortex-A53,r30357,jetstream-asmjs-dry,6021
Cortex-A53,r30357,jetstream-asmjs-float-mm,9848
Cortex-A53,r30357,jetstream-asmjs-gcc-loops,46945
Cortex-A53,r30357,jetstream-asmjs-n-body,12743
Cortex-A53,r30357,jetstream-asmjs-quicksort,2495
Cortex-A53,r30357,jetstream-asmjs-towers,3731
Cortex-A57,r30357,asmjs-apps-box2d-loadtime,2985
Cortex-A57,r30357,asmjs-apps-box2d-throughput,10686
Cortex-A57,r30357,asmjs-apps-bullet-loadtime,7246
Cortex-A57,r30357,asmjs-apps-bullet-throughput,16121
Cortex-A57,r30357,asmjs-apps-lua_binarytrees-loadtime,2210
Cortex-A57,r30357,asmjs-apps-lua_binarytrees-throughput,9784
Cortex-A57,r30357,asmjs-apps-zlib-loadtime,2069
Cortex-A57,r30357,asmjs-apps-zlib-throughput,8236
Cortex-A57,r30357,asmjs-apps-box2d-loadtime,3233
Cortex-A57,r30357,asmjs-apps-box2d-throughput,10632
Cortex-A57,r30357,asmjs-apps-bullet-loadtime,7247
Cortex-A57,r30357,asmjs-apps-bullet-throughput,16459
Cortex-A57,r30357,asmjs-apps-lua_binarytrees-loadtime,1951
Cortex-A57,r30357,asmjs-apps-lua_binarytrees-throughput,9972
Cortex-A57,r30357,asmjs-apps-zlib-loadtime,2070
Cortex-A57,r30357,asmjs-apps-zlib-throughput,8245
Cortex-A57,r30357,asmjs-apps-box2d-loadtime,3270
Cortex-A57,r30357,asmjs-apps-box2d-throughput,10704
Cortex-A57,r30357,asmjs-apps-bullet-loadtime,7246
Cortex-A57,r30357,asmjs-apps-bullet-throughput,16207
Cortex-A57,r30357,asmjs-apps-lua_binarytrees-loadtime,1937
Cortex-A57,r30357,asmjs-apps-lua_binarytrees-throughput,9858
Cortex-A57,r30357,asmjs-apps-zlib-loadtime,2072
Cortex-A57,r30357,asmjs-apps-zlib-throughput,8244
Cortex-A57,r30357,asmjs-apps-box2d-loadtime,3224
Cortex-A57,r30357,asmjs-apps-box2d-throughput,10693
Cortex-A57,r30357,asmjs-apps-bullet-loadtime,7245
Cortex-A57,r30357,asmjs-apps-bullet-throughput,16385
Cortex-A57,r30357,asmjs-apps-lua_binarytrees-loadtime,1948
Cortex-A57,r30357,asmjs-apps-lua_binarytrees-throughput,9729
Cortex-A57,r30357,asmjs-apps-zlib-loadtime,2065
Cortex-A57,r30357,asmjs-apps-zlib-throughput,8240
Cortex-A57,r30357,asmjs-apps-box2d-loadtime,3248
Cortex-A57,r30357,asmjs-apps-box2d-throughput,10681
Cortex-A57,r30357,asmjs-apps-bullet-loadtime,7242
Cortex-A57,r30357,asmjs-apps-bullet-throughput,16632
Cortex-A57,r30357,asmjs-apps-lua_binarytrees-loadtime,1937
Cortex-A57,r30357,asmjs-apps-lua_binarytrees-throughput,10120
Cortex-A57,r30357,asmjs-apps-zlib-loadtime,2070
Cortex-A57,r30357,asmjs-apps-zlib-throughput,8249
Cortex-A57,r30357,asmjs-ubench-copy,13049
Cortex-A57,r30357,asmjs-ubench-corrections,16488
Cortex-A57,r30357,asmjs-ubench-fannkuch,16541
Cortex-A57,r30357,asmjs-ubench-fasta,39276
Cortex-A57,r30357,asmjs-ubench-life,18789
Cortex-A57,r30357,asmjs-ubench-memops,31037
Cortex-A57,r30357,asmjs-ubench-primes,17608
Cortex-A57,r30357,asmjs-ubench-skinning,53285
